出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1150911,11508,2643,捷迅,航運業,799777,704464,741877,13.52986100070408,7.804528243900269,4915528,5436594,-9.584419951167956,-
1150911,11508,2718,全心投控,建材營造,27289,19419,395408,40.52731860548947,-93.09852102132481,277062,2688008,-89.69266460516486,配合銷售個案交屋認列收入
1150911,11508,2719,燦星旅,觀光餐旅,119493,120445,155073,-0.7904022582921666,-22.944032810353832,1089536,1418255,-23.177707817000467,-
1150911,11508,2724,藝舍-KY,其他,23752,34185,7248,-30.5192335819804,227.70419426048565,164155,104327,57.3466120946639,營收增加係因不動產代銷個案銷售成長所致。
1150911,11508,2726,雅茗-KY,觀光餐旅,49619,47084,44694,5.3839945629088435,11.019376202622276,370739,396469,-6.489788608945466,-
1150911,11508,2729,瓦城,觀光餐旅,612073,506325,597481,20.88539969387251,2.4422533938317703,4408114,4160341,5.955593543894599,-
1150911,11508,2732,六角,觀光餐旅,478705,446855,415321,7.127591724384867,15.261448373667596,3579005,2762676,29.548488494488677,-
1150911,11508,2734,易飛網,觀光餐旅,237457,216192,154552,9.836164150384842,53.642139862311716,1474078,1108849,32.937667797869686,本月營收較去年同期成長，主係因國外團體旅遊營收成長所致。
1150911,11508,2736,富野,觀光餐旅,44339,44716,35489,-0.8430986671437517,24.93730451689256,385167,335498,14.804559192603234,-
1150911,11508,2740,華軒,觀光餐旅,4020,3436,9785,16.996507566938302,-58.91670924885028,37700,96220,-60.81895655788817,差異原因為門店數及商品銷售金額均較去年同期減少
1150911,11508,2743,山富,觀光餐旅,492260,561704,489210,-12.363095153319186,0.6234541403487255,4504797,4469182,0.7969019834054644,-
1150911,11508,2745,五福,觀光餐旅,785145,937667,711076,-16.266115795906224,10.416467438079755,6772338,5862754,15.514619920945004,-
1150911,11508,2751,王座,觀光餐旅,203166,179589,193932,13.128309640345455,4.761462780768516,1395219,1124622,24.061151213474393,-
1150911,11508,2752,豆府,觀光餐旅,404580,363362,371903,11.34350867729702,8.786430870415135,2958121,2680026,10.37657843617935,-
1150911,11508,2754,亞洲藏壽司,觀光餐旅,578697,507276,540930,14.079317767842358,6.981864566579779,4075376,3832260,6.343932822929551,-
1150911,11508,2755,揚秦,觀光餐旅,310020,311206,269071,-0.38109805080878906,15.218659758948382,2328158,1961380,18.699996940929346,-
1150911,11508,2756,聯發國際,觀光餐旅,98218,108222,119153,-9.243961486573895,-17.56984717128398,817520,731269,11.79470208637314,-
1150911,11508,2916,滿心,居家生活,128438,113217,125489,13.444094084810585,2.3500067735020598,1247301,1232200,1.2255315695503977,-
1150911,11508,2924,宏太-KY,居家生活,2160,2949,3992,-26.754832146490337,-45.89178356713427,33848,33324,1.5724402832793183,因本期子公司工程收入及嬰童用品收入較去年同期減少，而子公司累計工程收入較去年同期增加所致
1150911,11508,2926,誠品生活,文化創意業,614606,568096,601729,8.18699656396102,2.1399999002873384,4689335,4499488,4.219302285059989,-
1150911,11508,2937,集雅社,居家生活,411926,472313,393105,-12.785377493314815,4.787779346485036,3508259,3118515,12.497743316931295,-
1150911,11508,2941,米斯特,居家生活,71233,67375,90891,5.726159554730983,-21.628103992694545,603964,638044,-5.341324422767082,-
1150911,11508,2947,振宇五金,居家生活,209064,220460,205467,-5.169191690102513,1.7506460891530027,1617736,1513287,6.902127620206874,-
1150911,11508,2948,寶陞,居家生活,184412,199666,186954,-7.6397583965221925,-1.359692758646512,1485520,1463531,1.5024621958810576,-
1150911,11508,2949,欣新網,數位雲端,619341,533608,447357,16.06666316846824,38.44446381748805,4304776,3414419,26.076383712719498,-
1150911,11508,3064,泰偉,文化創意業,6586,6861,6183,-4.0081620754991985,6.517871583373767,54754,56526,-3.134840604323674,-
1150911,11508,3066,李洲,光電業,18481,21483,15544,-13.973839780291394,18.89475038600103,180262,174163,3.5018919058583053,-
1150911,11508,3067,全域,居家生活,3313,4736,2446,-30.0464527027027,35.44562551103843,40808,35142,16.12315747538558,-
1150911,11508,3071,協禧,電腦及週邊設備業,194203,258660,185801,-24.919585556328773,4.522042400202367,1966573,1494578,31.580486264350206,-
1150911,11508,3073,天方能源,綠能環保,15672,52881,22170,-70.3636466783911,-29.309878213802435,158574,56633,180.00282520791765,本年營收增加主要為認列新電廠之試運轉期收入。
1150911,11508,3078,僑威,電子零組件業,403049,454323,795554,-11.285803272121376,-49.33731714000558,4067479,7663907,-46.92682205042415,-
1150911,11508,3081,聯亞,通信網路業,520469,501210,185285,3.8425011472237185,180.9018539007475,3147247,1374127,129.03610801621684,數據中心產品出貨量較同期增加
1150911,11508,3083,網龍,文化創意業,32215,27795,35418,15.902140672782874,-9.04342424755774,247065,242525,1.8719719616534378,-
1150911,11508,3085,新零售,數位雲端,8236,5353,8172,53.85764991593499,0.7831620166421929,48146,38454,25.20414001144224,-
1150911,11508,3086,華義*,文化創意業,7775,8957,10606,-13.19638271742771,-26.69243824250424,86235,105814,-18.503222635946095,-
1150911,11508,3088,艾訊,電腦及週邊設備業,945678,944420,529714,0.13320344761864425,78.52614807235602,6503446,4350083,49.50165318684724,月營收較去年同期成長78.53%，主要係台灣及美洲地區專案訂單出貨增加所致。
1150911,11508,3093,港建*,其他電子業,121580,248629,82083,-51.09983147581336,48.11836799337256,1136070,1460463,-22.211654797143098,-
1150911,11508,3095,及成,通信網路業,52804,53089,49060,-0.536834372468873,7.631471667346107,465183,398718,16.669676312581824,-
1150911,11508,3105,穩懋,半導體業,1937397,1892049,1484003,2.396766679932708,30.55209457123739,13676774,10282561,33.00941273287851,-
1150911,11508,3114,好德,電子零組件業,244505,298699,235430,-18.143348320550118,3.854648940237013,2101338,2012833,4.397036415837777,-
1150911,11508,3115,富榮綱,電子零組件業,510,339,647,50.442477876106196,-21.174652241112828,4796,2165,121.52424942263279,去年受限於發票開立額度，今年配合業務擴展需求向稅局申請發票增量致營收增加。
1150911,11508,3118,進階,生技醫療業,56813,65528,67817,-13.299658161396655,-16.226020024477638,443551,478368,-7.2782878453408255,-
1150911,11508,3122,笙泉,半導體業,26899,22289,24871,20.682848041634887,8.154075027140042,211578,216890,-2.4491677809027617,-
1150911,11508,3128,昇銳,光電業,61165,62980,86437,-2.8818672594474437,-29.237479320198528,606802,731251,-17.01864339330818,-
1150911,11508,3131,弘塑,半導體業,681351,792895,475316,-14.067940900119183,43.346952343283206,4797154,3903162,22.90430169180782,-
1150911,11508,3141,晶宏,半導體業,242126,215671,134686,12.266368681927565,79.77072598488336,1342979,1083628,23.933582373286775,單月營收增加係訂單需求成長所致。
1150911,11508,3147,大綜,資訊服務業,1535454,1565626,460436,-1.9271524616990265,233.47826842384174,11956758,5640993,111.96193648884159,"本月營收及累計營收較去年同期成長,主要係客服需求依舊強勁"
1150911,11508,3152,璟德,通信網路業,155549,145418,111397,6.966812911744076,39.634819609145666,1059758,969468,9.313355366035806,-
1150911,11508,3158,嘉實,資訊服務業,110557,106191,79307,4.1114595398856775,39.40383572698501,773126,636319,21.49975091109962,-
1150911,11508,3162,精確,電機機械,1137089,1076152,565183,5.662490057166646,101.18952622424949,6543627,4904402,33.42354480729761,訂單量增加
1150911,11508,3163,波若威,通信網路業,205091,210064,186973,-2.3673737527610634,9.69016916881047,1663101,1412648,17.729328183666418,-
1150911,11508,3169,亞信,半導體業,87908,91252,80197,-3.6645772147459783,9.61507288302555,674421,640141,5.355070211094119,-
1150911,11508,3171,炎洲流通,居家生活,219497,218169,193443,0.6087024279343078,13.468566968047435,1850723,1117487,65.61472303480936,合併營收增加主係因收購新增合併個體子公司營收所致
1150911,11508,3176,基亞,生技醫療業,329175,96429,110683,241.3651494882245,197.40339528202162,971844,1085272,-10.451573430439558,本期增加海外營收。
1150911,11508,3178,公準,半導體業,110092,135120,102423,-18.522794552989936,7.487576032727024,907662,854064,6.275642106446355,-
1150911,11508,3188,鑫龍騰,建材營造,153162,221791,584675,-30.943095075994968,-73.8039081541027,2906082,1363163,113.18668420431013,完工建案陸續交屋中
1150911,11508,3191,雲嘉南,電子零組件業,19726,17086,16738,15.45124663467166,17.85159517266101,126168,117401,7.467568419349068,-
1150911,11508,3205,佰研,生技醫療業,35233,31430,35366,12.099904549793191,-0.37606740937623706,401902,285613,40.71558367441258,-
1150911,11508,3206,志豐,電子零組件業,311861,350691,213309,-11.072425582635425,46.20151986085913,2269546,2224781,2.0121081580614004,-
1150911,11508,3207,耀勝,電子零組件業,126732,150528,167479,-15.808354591836734,-24.329617444575142,1101122,1208838,-8.91070598376292,-
1150911,11508,3211,順達,電腦及週邊設備業,1676806,1228732,1429009,36.46637346467741,17.340478611401327,9741351,8057644,20.89577300759378,-
1150911,11508,3213,茂訊,電腦及週邊設備業,389527,366207,365789,6.367983135221337,6.48953358356867,2492111,2112745,17.95607136687106,"系統事業部 223,027 仟元/通路事業部 166,500 仟元"
1150911,11508,3217,優群,電子零組件業,298689,340711,372286,-12.333619988788152,-19.768941082930866,2534741,2705162,-6.299844519477946,-
1150911,11508,3218,大學光,生技醫療業,396323,405819,362344,-2.3399594400459316,9.377552822731989,3018437,2848571,5.963200495967978,-
1150911,11508,3219,倚強科,其他電子業,247259,243178,206521,1.6781945735222759,19.72583901879228,1627331,1230964,32.19972314381249,-
1150911,11508,3221,台嘉碩,通信網路業,226412,250686,175988,-9.683029766321214,28.651953542286975,1682565,1462754,15.027202113274003,-
1150911,11508,3224,三顧,電子通路業,180766,199422,120839,-9.355036054196628,49.59243290659472,1207567,1013728,19.121401401559392,-
1150911,11508,3226,龍鋒,電機機械,195422,186791,87261,4.620672302198714,123.95113510044578,1017336,1180466,-13.819118890336528,因受讓自龍鋒企業之特定營業部門併入整體營運，受惠於組織整併效應帶動整體銷售成長所致。
1150911,11508,3227,原相,半導體業,815750,893048,740690,-8.655525794806103,10.133794164900296,6456416,6092140,5.979442363438792,-
1150911,11508,3228,金麗科,半導體業,28785,34278,25981,-16.024855592508313,10.792502213155768,234700,208416,12.611315829878704,-
1150911,11508,3230,錦明,光電業,42481,41635,28158,2.031944277651015,50.86653881667732,287563,270695,6.23136740612128,本月營業收入增加係因客戶需求增加所致。
1150911,11508,3232,昱捷,電子通路業,98044,92971,65453,5.45654021146379,49.79298122316777,699912,628280,11.401286050805373,-
1150911,11508,3234,光環,通信網路業,108640,96043,51702,13.116000124944035,110.12726780395343,583679,459804,26.94082696105297,主要受客戶訂單需求增加影響
1150911,11508,3236,千如,電子零組件業,222684,247607,186515,-10.065547419903314,19.392006004878965,1631248,1346653,21.133506552913037,-
1150911,11508,3252,海灣,觀光餐旅,26639,25193,43925,5.739689596316437,-39.353443369379626,307769,333293,-7.658126633322632,-
1150911,11508,3259,鑫創,半導體業,16547,21161,25478,-21.80426255848022,-35.05377188162336,142874,149822,-4.637503170428909,-
1150911,11508,3260,威剛,半導體業,18925261,18379079,4982863,2.9717593574737884,279.80697041038457,101575864,31928435,218.13605646502873,記憶體售價上漲
1150911,11508,3264,欣銓,半導體業,1794449,1766652,1224270,1.573428156762056,46.57297818291717,12078170,9020825,33.89207749845497,-
1150911,11508,3265,台星科,半導體業,401868,421419,388792,-4.639325706719441,3.3632379267063106,3538668,3038742,16.451742201213527,-
1150911,11508,3268,海德威,半導體業,82587,84243,75642,-1.9657419607563833,9.181407154755295,680488,642230,5.957055883406256,-
1150911,11508,3272,東碩,電腦及週邊設備業,137785,257522,236731,-46.49583336569303,-41.79680734673532,1793285,1964687,-8.724137737970477,-
1150911,11508,3276,宇環,電子零組件業,56822,80818,40222,-29.691405379989607,41.27094624832181,468474,342413,36.8154830570101,-
1150911,11508,3284,太普高,其他,60032,66004,62459,-9.047936488697655,-3.885749051377704,546223,561183,-2.665797075107407,-
1150911,11508,3285,微端,其他電子業,85703,104722,69577,-18.161417849162543,23.177199361858086,748944,429234,74.48384797103678,因醫療產品及PCB鑽孔設備銷售量增加，致使整體營收較去年同期增加。
1150911,11508,3287,廣寰科,電腦及週邊設備業,86141,76069,81248,13.240610498363328,6.022302087435999,596445,565534,5.465807537654677,-
1150911,11508,3288,點晶,電子零組件業,2962,5419,8367,-45.34046872116627,-64.59901995936417,47532,46839,1.479536283866009,製造延遲，延遲出貨
1150911,11508,3289,宜特,其他電子業,370835,400151,402648,-7.326234346534183,-7.9009457392064535,3037965,3153336,-3.65869669454825,-
1150911,11508,3290,東浦,電子零組件業,370266,366177,205936,1.1166730843280708,79.79663584803046,2594030,1407806,84.26047338908913,主要係併入BI-LINK 公司之營業收入。
1150911,11508,3293,鈊象,文化創意業,2268408,2228833,1817575,1.775592877528285,24.804093366160956,17175408,14544154,18.09148885524727,-
1150911,11508,3294,英濟,電子零組件業,362292,383530,356314,-5.537506844314656,1.6777336843346038,2212258,2316250,-4.489670804101457,-
1150911,11508,3297,杭特,光電業,25476,25485,23059,-0.03531489111241907,10.481807537187215,166531,138072,20.61170983255113,-
1150911,11508,3303,岱稜,其他電子業,282427,346240,286462,-18.430279574861366,-1.4085637885653246,2382235,2051593,16.116354462117975,-
1150911,11508,3306,鼎天,通信網路業,130220,110135,89497,18.236709492895084,45.50208386873303,785549,693677,13.244204435205434,-
1150911,11508,3310,佳穎,電子零組件業,462355,860312,128445,-46.25728805363636,259.96340846276615,2437812,2064071,18.10698372294364,"本月認列建案""敦南""營收"
1150911,11508,3313,斐成,建材營造,1145,631,1066,81.45800316957211,7.410881801125703,20953,5960,251.56040268456377,本年累計營收較去年同期增加，主係本年合併子公司之營收增加所致。
1150911,11508,3317,尼克森,半導體業,165616,235344,228666,-29.628118838806174,-27.572966685034068,1835421,1775359,3.3830904059404325,-
1150911,11508,3322,建舜電,電子零組件業,210854,291708,261432,-27.71744347086813,-19.346522231402428,2116452,2015706,4.998050310908436,-
1150911,11508,3323,加百裕,電腦及週邊設備業,281339,388693,530588,-27.619226484654984,-46.97599644168356,2843758,3429762,-17.08585027182644,-
1150911,11508,3324,雙鴻,其他電子業,3141249,3765466,1878969,-16.577416978403203,67.17939465738924,24155518,13344596,81.01348291098509,成長動能來自AI伺服器液冷散熱系統市佔率持續攀升。
1150911,11508,3325,旭品,電腦及週邊設備業,35424,37085,97622,-4.4788998247269785,-63.71309745754031,440796,846446,-47.92390772713203,主要係電腦機殼及週邊營收減少所致
1150911,11508,3332,幸康,電子零組件業,199378,178060,128865,11.972368864427722,54.71850386062934,1323870,1111327,19.125153982581185,配合客戶訂單交貨時程出貨
1150911,11508,3339,泰谷,光電業,69214,67334,75920,2.7920515638459027,-8.832982086406744,548820,553947,-0.9255398079599673,-
1150911,11508,3349,寶德,電腦及週邊設備業,21294,12273,42030,73.50281104864337,-49.33618843683084,224585,346781,-35.2372246461023,-
1150911,11508,3354,律勝,電子零組件業,9070,12342,6876,-26.511100307891752,31.90808609656777,86430,66097,30.762364403830734,-
1150911,11508,3357,臺慶科,電子零組件業,815423,875885,532722,-6.902961005154786,53.06726585348456,5604810,4238998,32.22016146268528,受AI、車用等產品需求持續提升，客戶出貨動能延續近期成長趨勢，致本月營收較去年同期成長53.07%。
1150911,11508,3360,尚立,電子通路業,854251,999135,602038,-14.500943315968312,41.8932027546434,7104023,4392279,61.73888316293205,"本月較去年同月增加41.89％,係客戶需求增加"
1150911,11508,3362,先進光,光電業,244259,416111,364056,-41.299557089334336,-32.9062012437647,2718539,2870589,-5.29682235945306,-
1150911,11508,3363,上詮,通信網路業,204482,170843,180642,19.690007784925342,13.197373811184553,1186482,1326532,-10.557604339736999,-
1150911,11508,3372,典範,半導體業,127698,126159,98153,1.2198891874539273,30.100964820229642,901858,711332,26.784398846108427,-
1150911,11508,3373,熱映,其他電子業,38634,37012,43528,4.382362477034476,-11.243337621760706,289644,266109,8.844120266507334,-
1150911,11508,3374,精材,半導體業,908948,860894,664725,5.58187186808132,36.740456579788635,5868237,4404337,33.23769275602662,-
1150911,11508,3379,彬台,電機機械,45542,136408,133080,-66.61339510879127,-65.77847911030959,480797,782460,-38.55315287682438,本期銷貨收入較上期減少所致
1150911,11508,3388,崇越電,電子零組件業,624644,729945,620384,-14.42588140202344,0.6866714808892557,5743087,4914068,16.870320068830956,-
1150911,11508,3390,旭軟,電子零組件業,75472,85919,68678,-12.159126619257673,9.892542007629809,648207,507106,27.82475458779821,-
1150911,11508,3402,漢科,其他電子業,601466,592044,452763,1.5914357716656193,32.84345231390374,4137776,3409342,21.365823669200683,-
1150911,11508,3430,奇鈦科,化學工業,180394,152253,183600,18.48305123708564,-1.7461873638344227,1305206,1074199,21.505047016428055,-
1150911,11508,3434,哲固,光電業,54804,25027,38608,118.9795021376913,41.94985495234148,336046,486011,-30.856297491209048,-
1150911,11508,3438,類比科,半導體業,72128,71159,82719,1.3617392037549714,-12.803588051112804,591510,723525,-18.246086866383333,-
1150911,11508,3441,聯一光電,光電業,43916,51374,43540,-14.517070891890839,0.8635737253100597,350530,273341,28.239085976856746,-
1150911,11508,3444,利機,電子通路業,131273,137220,103133,-4.333916338726133,27.285156060620753,921726,827887,11.334759453886823,-
1150911,11508,3455,由田,光電業,206308,149552,168512,37.95067936236226,22.429263197873148,858572,1073436,-20.016470474252774,-
1150911,11508,3465,進泰電子,其他電子業,203753,144566,198980,40.94116182228186,2.398733541059403,1302448,1192698,9.20182644726494,-
1150911,11508,3466,德晉,通信網路業,15591,12740,10413,22.378335949764523,49.72630365888793,164900,57834,185.12639623750735,AI產品本月無訂單
1150911,11508,3467,台灣精材,半導體業,75929,68667,50685,10.57567681710283,49.80566242478051,519411,410655,26.48354458121781,-
1150911,11508,3479,安勤,電腦及週邊設備業,961222,956538,709739,0.4896825844869728,35.43316627661718,6492588,5536501,17.268794857979795,-
1150911,11508,3483,力致,電腦及週邊設備業,626804,639108,924987,-1.9251832241186153,-32.23645305285372,5506896,5976701,-7.860607381898475,-
1150911,11508,3484,崧騰,電子零組件業,389259,415791,378949,-6.381090499794368,2.7206827303937997,3086960,3139920,-1.6866671762337895,-
1150911,11508,3485,敘豐,電子零組件業,61657,57534,47461,7.166197378941148,29.910874191441394,417039,374643,11.316373187274285,配合客戶裝機
1150911,11508,3489,森寶,建材營造,61548,86746,61704,-29.048025269176676,-0.2528199144301828,661345,388914,70.04916253979029,本年累計合併營收較去年同期成長70.05%，主係本公司持股100%之子公司營造收入較去年顯著增加所致。
1150911,11508,3490,單井,光電業,24105,30222,25458,-20.240222354576137,-5.314635870846099,175353,164757,6.431289717584078,-
1150911,11508,3491,昇達科,通信網路業,321180,230139,166254,39.55913600041714,93.18632935147426,2473503,1426477,73.39943090565077,由於低軌衛星產業需求增長，營收較去年同期大幅提升。
1150911,11508,3492,長盛,電子零組件業,70724,76657,59984,-7.739671523800827,17.904774606561748,579155,564832,2.535798255056371,-
1150911,11508,3498,陽程,其他電子業,359366,429406,84349,-16.31090389980578,326.0465447130375,1861483,730579,154.7955799441265,本月/本年 可完工案件較多所致
1150911,11508,3499,環天科,通信網路業,21793,26935,21013,-19.090402821607572,3.711987817065626,195470,227347,-14.021297839865932,-
1150911,11508,3508,位速,其他電子業,98087,84050,58668,16.700773349196908,67.1899502284039,641964,596231,7.670349243833346,本期與去年同期的差異，主因本期加工組裝需求增加，以致本期營業收入較去年同期增加。
1150911,11508,3511,矽瑪,電子零組件業,163374,188919,116898,-13.521668016451494,39.75773751475646,1283165,1116102,14.968434784634379,-
1150911,11508,3512,皇龍,建材營造,11017,0,40,,27442.5,283716,762486,-62.79066107443284,本期建案完工交屋增加.
1150911,11508,3516,亞帝歐,光電業,62566,82689,82613,-24.33576412823955,-24.266156658153076,713701,609650,17.067333716066596,-
1150911,11508,3520,華盈,電子零組件業,126380,140954,94783,-10.339543397136655,33.33614677737569,894266,773727,15.579009133712537,-
1150911,11508,3521,台鋼建設,建材營造,20,1,1028,1900.0,-98.05447470817121,11544,200460,-94.24124513618678,POS商品內外銷累計較去年同期減少，建設事業累計較去年同期減少。
1150911,11508,3522,御嵿,觀光餐旅,58158,58452,62036,-0.502976801478136,-6.251208975433619,801008,748066,7.0771830293049005,-
1150911,11508,3523,迎輝,光電業,3579,8264,38487,-56.69167473378509,-90.70075609946215,52812,90897,-41.89907257665269,"售電:銷貨額$3,037,756;HC膜:銷貨額$417,015"
1150911,11508,3526,凡甲,電子零組件業,417246,403504,300523,3.4056663626630717,38.839955677269295,3132441,2436402,28.568315081008798,-
1150911,11508,3527,聚積,半導體業,100126,101996,119754,-1.833405231577709,-16.390266713429195,934826,992077,-5.770822224484592,-
1150911,11508,3529,力旺,半導體業,356928,675856,249996,-47.188750266328924,42.77348437575001,3223404,2644345,21.89801255131233,-
1150911,11508,3531,先益,光電業,86022,69617,92078,23.564646566212275,-6.577032515910424,686234,923575,-25.69807541347481,-
1150911,11508,3537,堡達,電子零組件業,244095,304697,228978,-19.889267042340425,6.601944291591332,2080092,1945524,6.916799792755063,-
1150911,11508,3540,曜越,電腦及週邊設備業,398123,363837,436160,9.423450611125311,-8.720882245047688,3047227,3426901,-11.079222889718729,-
1150911,11508,3541,西柏,其他電子業,108858,108671,90523,0.1720790275234423,20.254520950476675,719410,730809,-1.5597782731192418,-
1150911,11508,3546,宇峻,文化創意業,212520,153989,109634,38.00985784698907,93.84497509896565,1298392,866321,49.8742383019689,新遊戲上市致營收大幅增加
1150911,11508,3548,兆利,電子零組件業,645658,656476,703011,-1.6478896410531383,-8.158193826270145,5368411,6655732,-19.341538992255096,-
1150911,11508,3551,世禾,綠能環保,299675,299604,245689,0.02369794795797119,21.973307718294265,2271602,1885199,20.496669051914413,-
1150911,11508,3552,同致,其他電子業,640832,636561,654878,0.6709490528009099,-2.1448269754061062,5168602,5339971,-3.2091747314732606,-
1150911,11508,3555,博士旺,半導體業,46831,78823,32044,-40.587138271824216,46.14592435401323,577030,129177,346.69716745241027,本月因銷售電子產品，致本月及累計營收較去年同期增加。
1150911,11508,3556,禾瑞亞,半導體業,91617,116697,67233,-21.49155505282912,36.26790415420999,836595,640200,30.67713214620431,-
1150911,11508,3558,神準,通信網路業,1599436,1292316,1169144,23.76508531968961,36.80402071943234,9519346,10383716,-8.324283907610724,-
1150911,11508,3564,其陽,通信網路業,269866,296008,182560,-8.831518067079267,47.823181419807185,1934035,1532788,26.177592726456627,-
1150911,11508,3567,逸昌,半導體業,27508,25501,25603,7.870279596878554,7.440534312385267,186355,178860,4.190428267919043,-
1150911,11508,3570,大塚,資訊服務業,289969,233330,167218,24.274203917198818,73.407767106412,1955528,1703361,14.804084395498077,因8月客戶訂單增加所致
1150911,11508,3577,泓格,電腦及週邊設備業,122206,140503,91164,-13.022497740261773,34.0507217761397,1101881,791174,39.27163936125302,-
1150911,11508,3580,友威科,其他電子業,46361,29720,36545,55.99259757738896,26.860035572581747,265591,282548,-6.001458159321602,-
1150911,11508,3581,博磊,半導體業,111622,179420,154468,-37.78731468063761,-27.737783877566876,1135947,913259,24.383882337869103,-
1150911,11508,3587,閎康,其他電子業,565259,563117,479926,0.38038276237442664,17.780449485962418,4196418,3566711,17.655116997143868,-
1150911,11508,3594,磐儀,電腦及週邊設備業,263008,256954,174742,2.356063731251508,50.512183676505934,1749609,1215422,43.95074303410667,"客戶需求增加,故出貨量較去年同期成長"
1150911,11508,3597,映興,電子零組件業,104822,97879,79190,7.093452119453611,32.36772319737341,654078,546489,19.687313010874878,-
1150911,11508,3609,三一東林,電子零組件業,16490,28697,16505,-42.53754747883054,-0.09088155104513784,225562,329874,-31.62177073670553,-
1150911,11508,3611,鼎翰,電腦及週邊設備業,1084543,1045799,856285,3.7047271990124298,26.656778992975468,8039752,7636196,5.284777918220014,-
1150911,11508,3615,安可,光電業,43061,60179,80715,-28.445138669635586,-46.65056061450784,476058,681115,-30.106076066449866,-
1150911,11508,3623,富晶通,光電業,40996,19405,20888,111.26513785106931,96.26579854461892,193470,201332,-3.9049927482963462,主係本公司自115年8月起新增納入子公司(翊光電子股份有限公司）之合併財務報表，致營收規模成長所致
1150911,11508,3624,光頡,電子零組件業,367119,351605,221475,4.412337708508127,65.7609210971893,2341623,1791551,30.703675195403314,主係市場需求增加
1150911,11508,3625,西勝,電腦及週邊設備業,50505,35920,36174,40.604120267260576,39.61685188256759,308083,283051,8.843635952531523,-
1150911,11508,3628,盈正,其他電子業,298667,375871,274912,-20.540025700306753,8.640946921196601,2423780,2085699,16.209481809215998,-
1150911,11508,3629,地心引力,文化創意業,1443,5525,300,-73.88235294117646,381.0,28143,886,3076.410835214447,主係客戶行銷及活動專案增加致營收成長。
1150911,11508,3630,新鉅科,光電業,172335,170881,193188,0.8508845336813338,-10.794148704888503,1591138,1500857,6.015296593879364,-
1150911,11508,3631,晟楠,電子零組件業,5543,5065,1062,9.437314906219152,421.939736346516,28539,21097,35.275157605346735,本月收入較去年同期營收增多肇因於錫价上漲50%多
1150911,11508,3632,研勤,通信網路業,20962,26928,20628,-22.155377302436126,1.619158425441148,190635,162431,17.36368057821475,-
1150911,11508,3646,艾恩特,電子零組件業,84335,78979,55923,6.78154952582332,50.80557194714161,546674,455395,20.043917917412358,8月營收成長率50.81%，主因為部分產品漲價生效、車用與工業用訂單增加，貢獻營收。
1150911,11508,3663,鑫科,其他電子業,497170,516713,483181,-3.782176953163555,2.895188345568224,5109360,3715275,37.52306356864566,本月貴金屬銷售金額佔合併營收比率為56%。
1150911,11508,3664,安瑞-KY,通信網路業,42844,31256,11603,37.07448169951369,269.24933206929245,198681,278105,-28.55899750094389,本月營收較去年同期增加主係美國及印度地區的營收增加所致。
1150911,11508,3666,光耀,光電業,39940,29473,33008,35.513860143181894,21.000969461948618,319334,329780,-3.1675662562920737,-
1150911,11508,3672,康聯訊,通信網路業,9556,19368,9496,-50.660883932259395,0.6318449873631002,137352,143776,-4.468061428889383,-
1150911,11508,3675,德微,半導體業,300057,291073,228170,3.0865109439899956,31.505894727615374,2076632,1720901,20.671206536575898,-
1150911,11508,3680,家登,半導體業,839771,870996,560069,-3.5849762800288407,49.94063231494691,5890827,4485809,31.321395984537013,-
1150911,11508,3684,榮昌,通信網路業,108712,105671,107020,2.8777999640393297,1.5810128947860214,800439,759655,5.368752920733754,-
1150911,11508,3685,元創精密,電機機械,74395,88462,83404,-15.901743121340237,-10.80164020910268,886254,697594,27.044383982660403,-
1150911,11508,3687,歐買尬,數位雲端,166403,167898,142050,-0.8904215654742761,17.14396339317142,1321625,1156569,14.271176211708942,-
1150911,11508,3689,湧德,電子零組件業,780917,842762,481849,-7.3383707381206085,62.06674705146218,5768612,4024589,43.33418890723997,本年度營收新增浙江榆陽電子股份有限公 司營收
1150911,11508,3691,碩禾,光電業,841543,918839,478589,-8.412355156888204,75.83834981581273,6912091,3144927,119.78541950258305,主要係因太陽能導電漿產品銷量增加所致。
1150911,11508,3693,營邦,電腦及週邊設備業,1266730,1224872,467403,3.417336668647826,171.01452065990162,6588093,5259021,25.272232227252942,營收成長
1150911,11508,3707,漢磊,半導體業,659489,647766,509097,1.8097584621607186,29.540932278131674,4637083,3667609,26.433406614500072,-
1150911,11508,3709,鑫聯大投控,電腦及週邊設備業,4882358,6513387,2773158,-25.041180571644215,76.05769307049941,38808319,26809261,44.75713821429095,DRAM持續熱銷，並有大型專案出貨。
1150911,11508,3710,連展投控,電子零組件業,697471,745256,558669,-6.411890679176015,24.845122961896937,5278821,4612332,14.450152330751559,-
1150911,11508,3713,新晶投控,綠能環保,80692,62589,28333,28.92361277540782,184.79864468993753,381324,192746,97.83756861361584,綠電轉售電平台於去年底開始售電，使本期較去年同期增加
1150911,11508,3718,中光電投控,光電業,3428522,0,0,,,3428522,0,,中光電投控(公司代號 3718)於8月起 100%認列中強光電(原公司代號 5371)的營收
